filepath,label
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000284.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File31.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000337.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000183.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000197.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000169.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000377.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000368.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000378.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000431.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000173.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000150.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000269.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000360.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000153.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000175.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000145.png,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000100.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000176.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000162.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000200.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000177.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000437.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000233.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000299.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000406.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File11.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000120.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000114.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000440.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000235.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000400.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000178.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000344.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000386.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000185.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000372.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000162.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000301.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000394.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000374.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000237.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000132.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000180.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000266.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File42.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000345.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000128.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000300.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000140.png,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000365.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000164.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000148.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000245.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000229.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000239.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000259.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000126.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000371.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000127.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000232.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000350.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000278.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000278.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000423.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000266.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000277.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000383.JPG,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000133.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000262.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000218.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000203.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000314.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000428.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000160.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000417.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000166.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000115.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000144.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000200.png,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000347.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000210.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000170.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000182.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000365.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000333.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000294.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000268.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000234.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000290.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000315.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000120.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000122.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000283.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000374.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000329.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000181.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000167.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000196.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000121.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000111.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000228.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000140.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000335.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000348.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000307.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000190.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File64.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000152.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File17.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000315.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000164.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000355.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000367.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000241.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000139.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000198.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000194.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000198.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000137.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000170.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000178.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000182.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000147.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000195.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000154.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000162.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000353.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000092.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000146.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000218.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000162.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000085.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000093.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000104.jpeg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000235.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File71.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000179.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000264.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000102.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000316.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000303.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000290.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000351.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000271.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000231.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000387.jpeg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000332.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000157.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000079.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000226.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000245.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000149.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000248.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000116.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000339.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000199.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000305.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000307.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000204.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000168.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000333.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000402.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000072.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000414.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000130.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000176.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000280.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000188.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000145.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000129.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000302.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000298.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000203.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000293.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000308.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000125.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000142.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000406.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000234.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000155.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File49.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000207.jpeg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000310.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000351.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000358.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000081.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000355.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000344.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000191.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000359.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000412.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000141.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000237.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000219.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000137.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000074.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000376.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000324.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000186.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000352.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000167.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000334.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000414.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000202.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000137.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000207.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000324.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000278.png,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000301.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000391.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000343.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000135.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000204.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000395.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000349.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000408.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000258.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000213.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000418.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000249.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000314.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000334.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000304.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000103.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000317.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000233.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000430.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000250.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000206.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000263.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000140.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000282.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File14.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000122.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000223.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000293.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000329.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000236.JPG,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000367.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000387.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000353.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000119.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000376.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000370.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File81.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000138.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000369.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000241.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000124.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000420.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000354.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000143.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000400.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000188.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000142.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000070.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000436.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000108.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000188.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000183.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000414.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000106.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000384.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000212.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000426.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000210.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000224.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000380.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000103.png,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000374.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000089.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000285.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000140.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000170.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000407.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000185.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000138.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000339.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000169.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000237.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000219.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000281.PNG,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000179.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000339.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000172.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000264.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000274.jpg,goddess
