workout_frequency_week,avg_session_duration,avg_intensity,sleep_avg_7d,previous_injuries_count,age,experience_level,recovery_score_avg,injury_risk
3,87.6,7.11764705882353,6.4,2,19,2,80.55555555555556,1
4,81.60000000000001,7.111111111111112,8.4,3,37,2,91.66666666666666,1
4,78.0,7.45945945945946,6.0,1,36,2,72.33333333333333,1
3,58.199999999999996,7.9381443298969065,6.8,1,54,1,85.77777777777777,1
2,65.4,7.098445595854922,6.5,0,58,1,82.11111111111111,1
4,115.8,8.442211055276381,6.2,2,32,3,79.44444444444444,2
3,64.80000000000001,7.75,7.2,3,43,1,86.0,1
4,82.8,9.349112426035504,6.0,0,36,2,74.33333333333333,1
3,84.6,8.4472049689441,8.0,0,34,2,90.44444444444444,1
3,88.2,7.317073170731707,6.5,3,46,2,79.11111111111111,1
4,60.0,7.647058823529411,7.7,2,22,2,80.77777777777777,1
4,82.2,9.69325153374233,7.2,0,50,2,90.0,1
3,73.2,9.254658385093167,8.2,2,41,2,83.55555555555554,1
3,76.2,7.055837563451776,7.2,1,22,2,86.0,1
4,61.2,7.445652173913043,7.2,2,31,2,81.0,1
4,78.0,9.146341463414634,6.1,2,21,2,83.88888888888889,1
3,85.19999999999999,9.753086419753087,7.3,0,34,2,81.55555555555556,1
4,72.0,7.180851063829787,8.2,0,54,2,86.55555555555554,1
5,91.2,7.305699481865285,6.0,1,53,3,80.33333333333333,1
4,115.8,7.891566265060241,8.0,2,41,3,88.44444444444444,1
3,73.8,7.636363636363637,7.7,1,36,1,89.77777777777777,1
3,60.6,7.206703910614525,7.9,1,52,2,88.88888888888889,0
2,49.8,6.7894736842105265,6.5,0,45,1,85.11111111111111,1
4,91.2,7.011494252873564,8.1,0,29,3,88.0,1
4,81.0,9.058823529411764,6.6,2,39,2,83.66666666666666,1
3,67.2,7.245508982035929,6.1,3,58,2,74.88888888888889,1
3,53.4,6.979166666666666,8.0,1,39,1,82.44444444444444,1
2,85.19999999999999,7.180851063829787,7.2,2,25,1,80.0,2
2,55.800000000000004,7.062146892655368,7.9,3,26,1,83.88888888888889,1
4,67.8,8.081395348837209,6.3,3,41,2,73.0,1
3,47.400000000000006,10.0,6.1,2,43,1,71.88888888888889,1
4,102.6,7.287234042553191,8.5,2,20,3,96.22222222222223,1
4,78.0,9.096045197740112,7.3,2,59,2,85.55555555555556,1
4,112.8,7.02020202020202,6.6,2,26,3,82.66666666666666,1
2,54.6,8.29896907216495,7.2,3,46,1,79.0,1
4,68.39999999999999,8.15028901734104,7.7,3,57,2,85.77777777777777,1
5,118.8,7.0256410256410255,7.2,0,36,3,88.0,1
2,46.2,9.26829268292683,7.7,1,54,1,87.77777777777777,0
3,67.8,7.6,7.1,0,41,2,85.44444444444444,1
3,86.39999999999999,7.083333333333334,7.2,3,39,2,80.0,1
2,73.2,8.121546961325967,7.2,0,42,1,78.0,1
2,50.4,8.633879781420765,8.0,3,35,1,92.44444444444444,0
2,60.0,8.0625,7.2,3,56,1,86.0,1
2,53.4,6.802030456852792,7.3,2,23,1,78.55555555555556,1
3,53.4,7.796610169491526,7.6,0,53,1,80.22222222222223,1
4,87.0,8.47457627118644,7.2,3,49,2,88.0,1
3,57.0,9.523809523809524,7.2,0,45,1,81.0,1
3,77.4,8.290155440414507,8.5,2,18,2,85.22222222222223,1
3,64.2,6.580310880829016,6.0,3,18,2,82.33333333333333,1
3,79.80000000000001,6.576086956521739,8.5,1,20,2,86.22222222222223,1
5,95.4,8.704663212435232,7.1,3,23,3,82.44444444444444,1
2,81.60000000000001,8.023952095808383,6.5,2,34,1,83.11111111111111,1
4,100.19999999999999,6.683417085427136,6.7,3,45,3,83.22222222222223,1
3,79.2,7.747252747252747,6.5,3,50,1,82.11111111111111,1
2,63.6,8.205128205128204,8.2,1,55,1,89.55555555555554,0
3,87.6,8.777777777777779,7.2,3,45,1,86.0,1
5,105.6,7.857142857142857,7.3,0,54,3,86.55555555555556,1
3,82.2,9.017341040462428,7.4,2,53,2,83.11111111111111,1
5,118.8,7.0256410256410255,6.3,0,36,3,83.0,1
2,49.199999999999996,7.272727272727273,7.6,0,43,1,82.22222222222223,1
4,81.60000000000001,8.341968911917098,7.1,1,53,2,77.44444444444444,1
3,61.800000000000004,8.324324324324325,6.0,3,59,2,76.33333333333333,1
2,76.8,8.256410256410255,7.2,3,19,1,80.0,1
3,30.6,8.695652173913043,8.4,3,22,1,93.66666666666666,0
2,71.39999999999999,8.167539267015707,6.0,3,36,1,71.33333333333333,1
2,73.2,8.087431693989071,6.0,0,39,1,79.33333333333333,1
3,87.6,7.664670658682635,6.0,1,59,1,74.33333333333333,2
2,51.0,8.895027624309392,6.5,1,29,1,79.11111111111111,1
3,77.4,8.829787234042554,6.6,3,56,2,82.66666666666666,1
2,38.4,6.735751295336787,8.1,0,34,1,84.0,1
2,48.6,7.380952380952381,8.5,3,50,1,85.22222222222223,1
3,53.4,7.923497267759563,7.7,0,50,1,80.77777777777777,1
4,77.4,7.604166666666666,8.4,2,49,2,87.66666666666666,1
3,68.39999999999999,8.457142857142857,7.6,1,26,1,84.22222222222223,1
4,69.0,8.402366863905325,7.1,1,45,2,86.44444444444444,1
2,70.8,7.897727272727273,7.2,2,43,1,87.0,1
3,78.60000000000001,8.823529411764707,5.9,2,37,1,82.77777777777777,1
3,75.0,9.386503067484663,6.6,1,22,2,83.66666666666666,1
3,82.2,8.248587570621469,6.6,1,38,1,75.66666666666666,1
2,90.0,7.337278106508876,8.2,2,52,1,85.55555555555554,1
2,49.199999999999996,7.7368421052631575,6.5,1,43,1,82.11111111111111,1
3,61.800000000000004,9.875,6.2,1,49,2,72.44444444444444,1
5,105.6,8.333333333333334,6.0,0,34,3,83.33333333333333,1
3,50.4,7.267441860465116,7.1,1,18,1,83.44444444444444,1
3,63.6,9.438202247191011,8.0,0,45,2,91.44444444444444,0
4,75.6,8.516483516483516,8.5,0,56,2,92.22222222222223,1
4,109.80000000000001,10.0,6.2,3,52,3,78.44444444444444,2
3,89.4,9.520958083832335,8.4,2,44,2,94.66666666666666,1
4,62.400000000000006,8.214285714285714,7.8,1,25,2,90.33333333333334,1
4,61.2,9.176470588235293,7.2,3,20,2,78.0,1
3,68.39999999999999,9.064327485380117,7.7,2,43,2,83.77777777777777,1
2,46.800000000000004,8.527918781725889,6.5,0,29,1,83.11111111111111,1
3,55.2,10.0,7.7,3,39,1,91.77777777777777,0
4,64.2,8.84393063583815,8.4,3,50,2,96.66666666666666,1
4,72.0,7.3224043715847,5.9,1,57,2,71.77777777777777,1
3,89.4,8.02030456852792,6.3,2,22,1,79.0,2
3,68.39999999999999,9.064327485380117,6.2,3,43,2,75.44444444444444,1
2,46.2,6.703296703296703,6.0,0,50,1,78.33333333333333,1
3,66.60000000000001,7.640449438202247,8.1,2,43,2,92.0,1
2,71.39999999999999,8.167539267015707,7.1,2,36,1,77.44444444444444,1
4,74.4,6.8181818181818175,7.3,0,50,2,86.55555555555556,1
2,40.800000000000004,7.5,8.5,1,28,1,90.22222222222223,0
3,88.2,7.64367816091954,6.2,0,22,2,80.44444444444444,1
3,61.800000000000004,7.5,7.2,0,37,2,87.0,0
2,83.39999999999999,8.048780487804878,7.2,2,37,1,78.0,1
2,50.4,6.269430051813472,6.2,2,35,1,82.44444444444444,1
4,115.8,9.352941176470589,6.6,0,25,3,85.66666666666666,1
4,65.4,8.793103448275861,7.1,1,28,2,77.44444444444444,1
4,99.6,9.156626506024097,7.1,2,52,3,83.44444444444444,1
4,88.8,7.951807228915663,7.2,3,22,2,82.0,1
5,119.4,8.950276243093922,6.0,3,41,3,72.33333333333333,2
3,68.39999999999999,8.555555555555555,6.1,2,21,2,83.88888888888889,1
3,82.2,8.88888888888889,7.9,0,30,2,91.88888888888889,1
5,118.2,6.871508379888268,8.5,3,21,3,87.22222222222223,1
3,57.599999999999994,7.653061224489796,7.1,3,27,1,83.44444444444444,1
2,74.4,6.892655367231638,6.1,3,32,1,79.88888888888889,1
3,55.2,6.94300518134715,7.4,0,51,1,79.11111111111111,1
2,54.0,7.5376884422110555,6.5,1,58,1,79.11111111111111,1
4,118.8,6.458333333333334,7.1,3,48,3,82.44444444444444,1
3,64.2,7.586206896551724,6.3,0,21,2,74.0,1
2,32.400000000000006,7.528735632183908,6.6,0,37,1,82.66666666666666,1
3,64.80000000000001,8.04733727810651,8.0,1,28,1,92.44444444444444,0
5,100.19999999999999,6.237113402061856,7.5,0,45,3,87.66666666666667,1
4,72.0,6.315789473684211,7.1,0,29,2,83.44444444444444,1
3,67.8,7.6,7.3,3,41,2,86.55555555555556,1
5,94.80000000000001,7.68361581920904,7.1,1,44,3,83.44444444444444,1
5,102.0,7.157894736842105,6.2,2,52,3,80.44444444444444,1
3,61.800000000000004,9.875,6.3,2,49,2,73.0,1
2,49.8,8.223350253807107,8.4,1,19,1,84.66666666666666,1
2,77.4,6.494845360824742,6.0,0,56,1,81.33333333333333,1
5,102.0,8.595505617977528,6.6,1,45,3,78.66666666666666,2
4,109.80000000000001,7.839506172839506,6.0,1,49,3,77.33333333333333,2
3,88.8,7.151162790697675,7.8,1,29,1,83.33333333333334,1
5,119.4,7.210526315789474,6.5,1,56,3,85.11111111111111,1
4,64.80000000000001,6.9491525423728815,6.5,1,51,2,76.11111111111111,1
4,94.2,8.362573099415204,7.2,3,58,3,83.0,1
3,65.4,8.502673796791443,6.3,0,56,2,82.0,1
4,104.4,7.017543859649122,7.8,3,54,3,89.33333333333334,1
2,78.60000000000001,9.254658385093167,6.6,3,19,1,78.66666666666666,1
4,80.4,6.861702127659575,7.7,0,44,2,82.77777777777777,1
3,64.2,7.760416666666666,7.4,2,42,1,79.11111111111111,1
2,56.4,7.176470588235294,6.8,3,18,1,86.77777777777777,0
3,81.0,9.176470588235293,6.6,1,25,2,82.66666666666666,1
3,80.4,8.713450292397662,7.6,2,53,2,83.22222222222223,1
5,100.19999999999999,8.473684210526315,7.7,3,32,3,88.77777777777777,1
4,61.800000000000004,8.0,7.3,3,35,2,87.55555555555556,1
3,74.4,8.869047619047619,6.9,1,59,1,82.33333333333334,1
3,58.199999999999996,8.373493975903614,5.9,1,50,1,76.77777777777777,1
3,52.8,7.515527950310559,6.0,0,18,1,74.33333333333333,1
4,70.8,8.397790055248619,8.0,3,45,2,82.44444444444444,1
5,115.8,7.258883248730964,7.8,3,40,3,82.33333333333334,1
3,74.4,7.790697674418605,6.5,2,22,2,81.11111111111111,1
4,63.6,8.5,7.3,1,41,2,79.55555555555556,1
2,68.39999999999999,10.0,7.6,3,51,1,90.22222222222223,1
4,67.8,7.653631284916202,7.3,3,40,2,84.55555555555556,1
2,57.0,8.333333333333334,6.5,2,25,1,81.11111111111111,1
3,85.8,6.313131313131313,5.9,1,59,2,79.77777777777777,1
4,76.2,9.938271604938272,7.8,3,41,2,84.33333333333334,1
3,31.200000000000003,7.23404255319149,7.6,0,42,1,86.22222222222223,1
4,106.2,9.130434782608695,7.6,0,33,3,84.22222222222223,1
3,80.4,8.713450292397662,8.1,3,53,2,86.0,1
3,87.6,7.664670658682635,6.2,3,59,1,75.44444444444444,2
2,46.2,7.647058823529411,6.2,1,41,1,78.44444444444444,1
3,67.8,7.461928934010152,6.3,0,28,2,73.0,1
2,78.60000000000001,9.254658385093167,8.2,1,19,1,87.55555555555554,1
3,43.199999999999996,7.055555555555556,7.4,0,59,1,82.11111111111111,1
3,81.60000000000001,8.91891891891892,8.1,0,52,2,90.0,1
4,105.6,8.700564971751412,7.4,1,24,3,88.11111111111111,1
2,67.8,7.237569060773481,6.5,3,39,1,76.11111111111111,1
4,75.6,9.171270718232044,8.2,1,30,2,91.55555555555554,1
3,64.2,7.586206896551724,6.6,1,21,2,75.66666666666666,1
4,73.8,8.418367346938776,6.1,1,56,2,73.88888888888889,1
3,51.6,7.257142857142858,7.8,1,24,1,87.33333333333334,0
4,95.4,7.445652173913043,7.7,3,33,3,81.77777777777777,1
3,79.2,9.440993788819876,6.0,3,21,2,71.33333333333333,1
4,77.4,7.604166666666666,7.7,2,49,2,83.77777777777777,1
3,88.2,7.158469945355192,7.2,1,38,2,83.0,1
4,103.2,8.633540372670808,7.7,1,18,3,82.77777777777777,1
2,51.0,7.764705882352941,7.2,2,52,1,85.0,1
5,119.4,8.238636363636363,6.2,3,32,3,82.44444444444444,1
4,81.60000000000001,8.172043010752688,6.1,3,29,2,78.88888888888889,1
3,45.6,7.857142857142857,8.1,2,23,1,83.0,1
3,48.0,7.630057803468207,6.6,0,47,1,85.66666666666666,1
2,48.6,7.380952380952381,6.1,1,50,1,71.88888888888889,1
4,108.0,7.0618556701030935,7.9,0,21,3,86.88888888888889,1
4,65.4,7.590361445783133,7.3,3,41,2,88.55555555555556,1
4,88.2,8.421052631578947,6.0,0,25,2,73.33333333333333,2
4,73.8,8.418367346938776,7.2,0,56,2,80.0,1
5,111.0,6.898395721925134,6.5,3,47,3,85.11111111111111,1
4,81.0,7.857142857142857,6.5,1,20,2,75.11111111111111,1
5,111.60000000000001,9.030303030303031,7.1,0,43,3,77.44444444444444,2
2,60.0,7.849462365591398,6.6,1,21,1,76.66666666666666,1
4,82.2,9.69325153374233,7.1,3,50,2,89.44444444444444,1
3,37.8,6.878306878306878,6.2,1,24,1,73.44444444444444,1
4,92.4,6.793478260869565,7.4,0,31,3,80.11111111111111,2
4,65.4,8.793103448275861,6.1,3,28,2,71.88888888888889,1
4,118.8,8.406593406593407,7.7,3,47,3,84.77777777777777,1
5,105.6,8.333333333333334,6.0,0,34,3,83.33333333333333,1
4,87.6,7.291666666666666,5.8,1,28,2,81.22222222222223,1
5,108.0,8.950617283950617,8.2,2,57,3,87.55555555555554,1
4,60.6,7.674418604651163,7.4,2,41,2,91.11111111111111,1
2,64.80000000000001,6.892655367231638,5.8,1,20,1,75.22222222222223,1
5,112.2,8.64864864864865,7.7,2,36,3,81.77777777777777,1
3,67.8,7.3366834170854265,8.5,2,47,2,91.22222222222223,1
4,75.6,8.55421686746988,7.3,2,27,2,90.55555555555556,1
3,36.6,7.752808988764045,7.2,0,19,1,82.0,1
2,31.8,6.614583333333334,7.8,2,50,1,88.33333333333334,0
4,75.0,7.789473684210526,6.4,2,39,2,81.55555555555556,1
5,105.6,8.333333333333334,6.8,1,34,3,87.77777777777777,1
3,82.8,10.0,7.5,2,56,2,80.66666666666667,1
4,85.19999999999999,8.580246913580247,8.0,2,22,2,85.44444444444444,1
2,63.6,8.205128205128204,8.1,3,55,1,89.0,0
2,88.8,8.520710059171599,7.6,0,27,1,82.22222222222223,1
3,88.2,7.142857142857143,8.1,1,45,2,88.0,1
4,93.60000000000001,8.636363636363637,7.9,2,25,3,88.88888888888889,1
3,48.6,7.062146892655368,7.7,2,19,1,91.77777777777777,0
3,67.8,8.121212121212121,7.8,2,57,1,89.33333333333334,1
3,68.39999999999999,9.515151515151516,6.1,0,42,2,80.88888888888889,1
5,99.6,8.47715736040609,7.8,0,44,3,81.33333333333334,1
4,68.39999999999999,8.15028901734104,7.8,3,57,2,86.33333333333334,1
2,48.6,9.152542372881356,8.1,0,40,1,88.0,0
2,90.0,9.404761904761905,5.8,1,37,1,70.22222222222223,2
3,66.60000000000001,7.4074074074074066,7.7,1,37,2,81.77777777777777,1
3,56.4,7.076023391812866,8.1,2,27,1,91.0,0
4,64.80000000000001,9.82456140350877,6.8,1,29,2,87.77777777777777,1
4,99.6,9.156626506024097,6.1,3,52,3,77.88888888888889,2
3,61.800000000000004,7.5,8.2,2,37,2,92.55555555555554,0
3,45.6,7.857142857142857,6.3,0,23,1,73.0,1
2,72.6,6.735751295336787,7.2,0,51,1,87.0,1
5,104.4,7.582417582417582,7.7,1,38,3,86.77777777777777,1
2,78.0,9.710982658959537,6.0,1,18,1,74.33333333333333,1
5,97.8,7.95031055900621,7.2,3,36,3,79.0,2
2,82.2,7.441860465116279,7.1,1,42,1,82.44444444444444,1
3,69.6,8.372093023255815,7.3,2,22,2,83.55555555555556,1
3,89.4,7.878787878787879,7.7,1,58,2,86.77777777777777,1
2,88.8,7.788944723618091,6.3,0,50,1,83.0,1
2,51.0,7.764705882352941,7.3,1,52,1,85.55555555555556,1
3,71.39999999999999,7.839506172839506,6.0,2,21,2,75.33333333333333,1
4,64.80000000000001,9.82456140350877,7.3,3,29,2,90.55555555555556,1
3,79.2,9.761904761904761,7.8,1,28,2,85.33333333333334,1
3,63.0,8.934911242603551,7.8,0,57,2,88.33333333333334,0
3,81.60000000000001,8.057142857142857,6.9,1,48,1,82.33333333333334,1
3,77.4,7.3770491803278695,6.5,3,33,2,79.11111111111111,1
3,87.6,6.597938144329897,7.7,2,49,1,85.77777777777777,1
3,60.6,7.4074074074074066,6.3,1,48,2,83.0,1
2,84.6,7.197802197802198,6.6,3,25,1,80.66666666666666,1
3,85.19999999999999,9.76878612716763,7.7,0,42,2,92.77777777777777,1
4,69.0,8.24468085106383,6.4,0,57,2,84.55555555555556,1
3,86.39999999999999,7.083333333333334,7.6,1,39,2,82.22222222222223,1
4,106.2,6.910112359550562,6.2,3,32,3,77.44444444444444,2
4,80.4,8.69109947643979,7.8,1,48,2,84.33333333333334,1
2,62.400000000000006,8.39572192513369,7.4,2,24,1,85.11111111111111,1
3,63.0,9.021739130434783,7.2,3,28,2,83.0,1
2,46.2,8.588957055214724,8.1,2,39,1,94.0,0
3,43.199999999999996,7.6923076923076925,8.3,3,54,1,84.11111111111111,1
3,67.8,6.722222222222223,8.4,3,25,1,86.66666666666666,1
3,77.4,8.121546961325967,6.7,3,18,2,77.22222222222223,1
3,79.2,7.3224043715847,6.1,3,42,2,80.88888888888889,1
4,75.6,7.210526315789474,6.0,1,31,2,73.33333333333333,1
5,106.2,8.636363636363637,6.6,1,56,3,83.66666666666666,1
2,70.19999999999999,7.17948717948718,5.8,1,54,1,80.22222222222223,1
4,104.4,7.017543859649122,7.1,3,54,3,85.44444444444444,1
4,105.6,8.700564971751412,6.6,0,24,3,83.66666666666666,1
3,32.400000000000006,7.294117647058823,7.2,3,53,1,78.0,1
4,90.0,7.257142857142858,7.1,0,19,2,79.44444444444444,2
3,67.8,7.411764705882353,6.6,2,57,2,78.66666666666666,1
5,99.0,8.804347826086957,6.8,1,19,3,75.77777777777777,2
3,66.0,10.0,7.1,3,42,2,84.44444444444444,1
3,79.80000000000001,7.777777777777778,7.8,1,36,1,82.33333333333334,1
4,83.39999999999999,7.298850574712644,7.2,0,31,2,78.0,1
4,61.800000000000004,7.826086956521739,6.5,3,31,2,83.11111111111111,1
4,76.8,8.5625,7.7,2,54,2,86.77777777777777,1
3,49.8,7.818181818181818,7.4,2,56,1,80.11111111111111,1
2,67.8,7.237569060773481,7.2,0,39,1,80.0,1
4,62.400000000000006,8.313953488372093,6.3,1,54,2,79.0,1
5,112.2,7.3770491803278695,6.8,3,32,3,79.77777777777777,2
3,84.6,6.759776536312849,7.3,2,52,1,89.55555555555556,1
3,58.199999999999996,7.6608187134502925,7.1,3,21,1,82.44444444444444,1
4,109.80000000000001,10.0,7.1,0,52,3,83.44444444444444,1
3,89.4,7.878787878787879,6.1,0,58,2,77.88888888888889,1
5,106.8,7.297297297297297,8.3,3,35,3,89.11111111111111,1
3,89.4,6.76923076923077,7.6,1,36,2,84.22222222222223,1
2,36.6,7.816091954022989,6.1,0,40,1,82.88888888888889,1
3,86.39999999999999,9.272727272727273,6.1,0,55,1,80.88888888888889,1
2,36.6,7.554347826086957,7.2,3,42,1,89.0,0
2,55.800000000000004,7.062146892655368,7.2,3,26,1,80.0,1
2,88.8,8.520710059171599,6.0,0,27,1,73.33333333333333,2
3,88.2,7.64367816091954,6.7,3,22,2,83.22222222222223,1
3,63.0,8.225806451612904,6.0,2,57,2,80.33333333333333,1
2,43.199999999999996,9.876543209876543,6.5,2,39,1,83.11111111111111,1
4,73.8,8.526315789473685,7.8,1,18,2,81.33333333333334,1
4,81.60000000000001,7.111111111111112,7.5,3,37,2,86.66666666666667,1
4,70.19999999999999,7.975460122699386,7.2,0,50,2,89.0,1
2,82.2,7.441860465116279,6.1,1,42,1,76.88888888888889,1
3,82.2,8.88888888888889,6.0,1,30,2,81.33333333333333,1
3,49.199999999999996,8.682634730538922,7.6,1,23,1,91.22222222222223,0
4,61.800000000000004,6.864864864864865,7.4,2,28,2,81.11111111111111,1
3,55.2,7.619047619047619,7.3,3,33,1,90.55555555555556,0
2,39.6,6.331658291457286,8.5,1,56,1,91.22222222222223,0
2,49.8,8.223350253807107,7.8,3,19,1,81.33333333333334,1
4,93.60000000000001,8.159509202453988,7.2,1,51,3,80.0,2
4,64.2,6.80628272251309,6.0,0,51,2,73.33333333333333,1
4,96.0,7.987804878048781,8.1,3,50,3,89.0,1
4,66.60000000000001,8.083832335329342,7.7,3,51,2,85.77777777777777,1
4,68.39999999999999,8.597560975609756,7.8,2,45,2,86.33333333333334,1
2,88.8,6.717948717948717,6.6,1,31,1,84.66666666666666,1
5,111.0,6.898395721925134,6.1,2,47,3,82.88888888888889,1
4,68.39999999999999,8.15028901734104,8.2,2,57,2,88.55555555555554,1
4,116.39999999999999,7.23404255319149,7.7,2,25,3,80.77777777777777,1
3,87.6,8.777777777777779,7.3,0,45,1,86.55555555555556,1
4,76.2,9.602272727272727,6.1,2,44,2,75.88888888888889,1
3,73.8,7.636363636363637,8.5,1,36,1,94.22222222222223,1
3,88.8,10.0,6.5,3,48,2,82.11111111111111,1
3,85.19999999999999,6.717948717948717,6.6,0,54,2,79.66666666666666,1
3,72.0,7.967914438502674,7.1,2,18,2,79.44444444444444,1
5,115.8,6.907216494845361,8.0,0,26,3,92.44444444444444,1
5,96.60000000000001,9.6875,7.1,0,30,3,83.44444444444444,1
3,88.2,8.876404494382022,7.2,0,34,1,80.0,2
2,70.8,7.897727272727273,6.5,1,43,1,83.11111111111111,1
3,74.4,7.790697674418605,7.3,0,22,2,85.55555555555556,1
4,68.39999999999999,8.597560975609756,6.0,0,45,2,76.33333333333333,1
4,77.4,8.170731707317072,7.4,0,28,2,85.11111111111111,1
4,84.0,7.674418604651163,6.1,2,41,2,77.88888888888889,1
3,58.199999999999996,7.6608187134502925,7.2,2,21,1,83.0,1
3,81.60000000000001,7.4603174603174605,7.2,3,52,1,89.0,1
3,34.199999999999996,7.704918032786885,8.5,1,31,1,89.22222222222223,0
4,61.800000000000004,7.514450867052023,7.2,0,55,2,85.0,1
2,48.6,7.380952380952381,8.1,2,50,1,83.0,1
4,82.2,7.351351351351352,8.5,1,47,2,94.22222222222223,1
4,67.8,7.653631284916202,7.6,0,40,2,86.22222222222223,1
4,60.6,8.253012048192772,7.8,2,52,2,84.33333333333334,1
3,77.4,7.3770491803278695,6.5,3,33,2,79.11111111111111,1
4,85.19999999999999,8.49740932642487,6.6,0,19,2,82.66666666666666,1
3,64.80000000000001,8.620689655172413,6.1,3,30,2,81.88888888888889,1
3,61.800000000000004,8.17142857142857,7.7,3,45,2,85.77777777777777,1
4,75.0,9.464285714285714,8.0,3,45,2,89.44444444444444,1
4,76.8,8.36734693877551,6.1,2,35,2,75.88888888888889,1
2,37.8,8.682634730538922,6.5,2,20,1,81.11111111111111,1
4,70.19999999999999,7.942857142857143,7.9,1,42,2,88.88888888888889,1
4,81.60000000000001,7.034883720930233,6.9,1,48,2,87.33333333333334,1
3,45.0,7.473684210526316,7.7,2,52,1,84.77777777777777,1
4,71.39999999999999,9.064327485380117,6.0,2,54,2,76.33333333333333,1
3,82.8,6.721311475409836,8.5,2,22,1,94.22222222222223,1
4,68.39999999999999,8.15028901734104,7.9,3,57,2,86.88888888888889,1
4,103.2,7.027027027027027,8.2,3,31,3,92.55555555555554,1
4,78.0,9.146341463414634,8.1,2,21,2,95.0,1
3,53.4,6.979166666666666,7.2,2,39,1,78.0,1
5,119.4,8.238636363636363,8.4,0,32,3,94.66666666666666,1
4,81.60000000000001,8.341968911917098,6.1,2,53,2,71.88888888888889,1
4,88.8,7.951807228915663,7.1,2,22,2,81.44444444444444,1
4,109.80000000000001,7.142857142857143,7.8,3,46,3,93.33333333333334,1
3,88.8,7.151162790697675,8.4,2,29,1,86.66666666666666,1
4,69.0,8.323353293413174,6.2,2,23,2,77.44444444444444,1
4,70.19999999999999,7.975460122699386,6.5,0,50,2,85.11111111111111,1
3,88.8,7.151162790697675,6.6,3,29,1,76.66666666666666,2
4,70.8,7.790055248618785,6.7,1,34,2,77.22222222222223,1
4,81.60000000000001,8.172043010752688,6.5,2,29,2,81.11111111111111,1
5,97.8,7.95031055900621,7.2,1,36,3,79.0,2
3,76.2,8.040201005025127,7.8,1,20,2,87.33333333333334,1
3,68.39999999999999,9.064327485380117,7.7,2,43,2,83.77777777777777,1
2,67.8,7.470588235294118,7.2,3,30,1,82.0,1
4,111.0,8.103448275862068,6.5,0,30,3,74.11111111111111,2
3,85.19999999999999,8.909090909090908,6.6,2,41,2,78.66666666666666,1
4,118.8,6.458333333333334,7.2,1,48,3,83.0,1
3,88.8,10.0,5.9,0,48,2,78.77777777777777,1
4,61.800000000000004,7.826086956521739,6.4,1,31,2,82.55555555555556,1
5,112.2,8.64864864864865,8.0,3,36,3,83.44444444444444,1
3,70.19999999999999,8.333333333333334,7.6,3,19,1,80.22222222222223,1
4,63.0,8.695652173913043,6.5,0,58,2,85.11111111111111,1
2,88.2,7.788944723618091,7.6,1,51,1,80.22222222222223,1
5,116.39999999999999,6.632124352331607,6.1,2,28,3,77.88888888888889,2
3,71.39999999999999,9.065934065934066,6.0,3,41,1,79.33333333333333,1
5,115.8,7.258883248730964,7.2,0,40,3,79.0,2
3,67.8,6.722222222222223,6.1,2,25,1,73.88888888888889,1
2,82.8,7.763975155279503,6.1,3,49,1,82.88888888888889,1
4,64.2,8.84393063583815,6.1,0,50,2,83.88888888888889,1
3,82.8,10.0,6.2,0,56,2,73.44444444444444,1
4,69.0,9.261363636363637,8.1,0,26,2,91.0,1
2,42.0,8.909090909090908,6.4,2,46,1,84.55555555555556,1
2,68.39999999999999,6.956521739130435,6.6,1,19,1,77.66666666666666,1
4,106.2,7.383720930232558,7.1,1,42,3,82.44444444444444,1
4,86.39999999999999,8.926553672316384,7.7,0,45,2,87.77777777777777,1
3,56.4,7.127659574468085,8.1,3,18,1,90.0,0
3,54.0,7.085714285714285,7.9,2,33,1,86.88888888888889,0
5,100.19999999999999,6.237113402061856,6.5,1,45,3,82.11111111111111,1
3,43.8,8.17142857142857,6.1,0,34,1,72.88888888888889,1
3,68.39999999999999,7.4431818181818175,6.0,2,20,2,74.33333333333333,1
3,36.6,9.181286549707602,6.6,3,28,1,74.66666666666666,1
4,79.80000000000001,6.557377049180327,6.5,2,28,2,80.11111111111111,1
3,60.0,6.5482233502538065,6.9,0,56,2,86.33333333333334,0
2,67.2,7.208121827411168,6.2,2,38,1,74.44444444444444,1
2,78.60000000000001,9.254658385093167,6.1,1,19,1,75.88888888888889,1
4,61.2,8.23170731707317,7.1,1,36,2,85.44444444444444,1
3,67.8,7.411764705882353,6.1,2,57,2,75.88888888888889,1
3,69.6,10.0,7.2,2,28,2,82.0,1
4,67.2,8.24561403508772,6.6,3,53,2,78.66666666666666,1
5,108.0,7.321428571428571,6.6,0,36,3,74.66666666666666,2
2,82.8,9.428571428571429,6.9,1,54,1,84.33333333333334,1
2,32.400000000000006,9.6,8.4,3,37,1,91.66666666666666,0
3,86.39999999999999,9.135802469135802,7.9,2,45,1,84.88888888888889,1
3,78.60000000000001,7.371134020618557,7.9,3,52,2,89.88888888888889,1
4,73.2,7.593582887700535,8.1,1,43,2,83.0,1
5,119.4,8.238636363636363,6.1,1,32,3,81.88888888888889,1
3,75.6,9.378881987577639,6.2,0,21,1,84.44444444444444,1
5,92.4,8.452380952380953,7.8,0,54,3,87.33333333333334,1
3,52.2,7.514450867052023,7.8,2,40,1,88.33333333333334,0
